id,syllable,tone,speaker,gender,f0_01,f0_02,f0_03,f0_04,f0_05,f0_06,f0_07,f0_08,f0_09,f0_10,d0_01,d0_02,d0_03,d0_04,d0_05,d0_06,d0_07,d0_08,d0_09,f0_mean,f0_std,f0_min,f0_max,f0_slope,duration,voiced_ratio,f0_min_pos
8529,pié,2,Male Voice 2,male,-3.1035,-3.1035,-3.1035,-2.4811,-2.7048,-2.0566,-0.4763,1.5518,4.002,3.5015,0.0,0.0,0.6224,-0.2237,0.6482,1.5803,2.0281,2.4502,-0.5005,-0.8556,2.5677,-3.1035,4.7881,7.9685,1.0046,0.7732,0.0
853,kán,2,Female Voice 1,female,-1.1086,-1.1086,-1.1086,-2.7046,-3.0459,-2.9695,-1.79,1.4146,4.1311,5.438,0.0,0.0,-1.596,-0.3413,0.0764,1.1795,3.2045,2.7166,1.3068,-0.5122,2.6909,-3.3587,5.5136,6.0248,0.9262,0.7303,0.4444
8533,pín,2,Male Voice 2,male,-0.3561,-0.3561,-0.3561,-1.1725,-2.2083,-1.9251,-0.7538,1.2455,2.5293,2.9203,0.0,0.0,-0.8164,-1.0359,0.2832,1.1713,1.9993,1.2838,0.3909,-0.161,1.5589,-2.2137,2.9674,3.1407,0.7434,0.7465,0.4444
8537,píng,2,Male Voice 2,male,-1.5551,-1.5551,-1.5551,-1.5219,-2.1158,-2.0632,-0.5992,1.2932,2.2879,1.8528,0.0,0.0,0.0332,-0.5939,0.0525,1.464,1.8924,0.9946,-0.435,-0.4703,1.8165,-2.2231,3.7991,4.8366,0.9262,0.7528,0.4444
8477,ó,2,Male Voice 2,male,-1.231,-1.4967,-1.5885,-1.8549,-1.9909,-1.5264,-0.0832,1.3156,3.0197,4.2364,-0.2657,-0.0917,-0.2665,-0.1359,0.4645,1.4433,1.3988,1.7041,1.2167,-0.2413,2.0132,-2.0643,4.447,5.7297,0.6389,0.9,0.4444
8481,óu,2,Male Voice 2,male,-1.0808,-2.0867,-2.4188,-1.9849,-1.3489,-0.418,0.8082,1.738,3.0676,2.5953,-1.0059,-0.3321,0.4338,0.636,0.9309,1.2262,0.9298,1.3295,-0.4722,-0.1774,1.9663,-2.6528,3.6392,6.2089,0.6911,0.9394,0.2222
8485,pá,2,Male Voice 2,male,-0.5473,-0.5473,-0.5473,-2.5296,-2.9613,-1.957,-0.5449,1.0068,3.5038,4.0357,0.0,0.0,-1.9823,-0.4317,1.0042,1.4121,1.5517,2.4971,0.5319,-0.2793,2.1187,-3.1049,4.5073,4.5633,0.9262,0.7303,0.4444
8489,pái,2,Male Voice 2,male,-1.1245,-1.1245,-1.1245,-2.8815,-3.3421,-2.4604,-1.0324,1.6403,3.7561,4.6972,0.0,0.0,-1.757,-0.4605,0.8816,1.428,2.6727,2.1158,0.9411,-0.463,2.4475,-3.3944,4.7171,5.9177,1.0046,0.7423,0.4444
8493,pán,2,Male Voice 2,male,-0.7988,-0.7988,-0.7988,-2.5001,-3.0003,-2.6199,-1.9939,1.1319,4.4867,4.4802,0.0,0.0,-1.7012,-0.5003,0.3804,0.6261,3.1257,3.3548,-0.0064,-0.4095,2.4992,-3.126,4.8617,5.3038,0.9262,0.7191,0.4444
8453,nú,2,Male Voice 2,male,0.3716,-2.4652,-2.386,-2.4992,-2.161,-1.2937,0.2,2.0898,4.2095,4.662,-2.8368,0.0792,-0.1132,0.3382,0.8673,1.4936,1.8899,2.1197,0.4525,-0.1887,2.5684,-2.7651,5.2894,7.4892,0.874,0.9762,0.3333
9521,fá,2,Male Voice 3,male,-1.9851,-1.9851,-1.9851,-3.3601,-3.5885,-3.4328,-0.9433,2.0152,4.3354,6.9353,0.0,0.0,-1.375,-0.2284,0.1557,2.4894,2.9586,2.3201,2.6,-0.7461,3.0657,-3.8314,6.9353,7.9902,0.6128,0.7586,0.4444
9525,fán,2,Male Voice 3,male,-1.188,-1.188,-1.188,-1.188,-3.8013,-4.4034,-2.1385,1.3698,4.8663,5.5591,0.0,0.0,0.0,-2.6133,-0.6021,2.2649,3.5084,3.4964,0.6928,-0.6804,3.013,-4.6535,6.0228,5.9085,0.6911,0.6515,0.5556
9529,fáng,2,Male Voice 3,male,-2.9658,-2.9658,-2.9658,-2.9658,-5.2038,-4.8353,-2.0516,1.6764,5.2585,6.9747,0.0,0.0,0.0,-2.238,0.3686,2.7837,3.728,3.5822,1.7162,-1.358,3.7711,-5.3551,6.9747,9.5238,0.6128,0.6724,0.4444
9533,féi,2,Male Voice 3,male,-3.5948,-3.5948,-3.5948,-3.8257,-5.3163,-4.5019,-1.9062,1.8913,5.2336,7.2828,0.0,0.0,-0.2309,-1.4907,0.8144,2.5958,3.7975,3.3423,2.0492,-1.5604,3.9041,-5.3279,7.2828,10.6254,0.7434,0.6761,0.4444
9537,fén,2,Male Voice 3,male,-2.5466,-2.5466,-2.5466,-2.5466,-4.4658,-4.3613,-2.6191,1.2834,4.4695,4.5811,0.0,0.0,0.0,-1.9192,0.1044,1.7423,3.9025,3.186,0.1116,-1.2219,3.2892,-4.6274,6.9747,7.9967,0.665,0.6349,0.4444
9421,dáng,2,Male Voice 3,male,-3.4053,-3.4053,-3.5514,-3.4115,-2.9855,-2.053,0.0171,2.4316,3.5929,6.0304,0.0,-0.1462,0.1399,0.426,0.9325,2.07,2.4146,1.1613,2.4375,-0.8275,3.1663,-3.574,6.0304,9.9944,0.456,0.8333,0.2222
9425,dáo,2,Male Voice 3,male,-2.9028,-2.9745,-5.1967,-4.9307,-3.8015,-1.5818,0.8124,3.98,5.405,6.0523,-0.0717,-2.2222,0.266,1.1291,2.2197,2.3942,3.1677,1.425,0.6473,-0.7155,4.0351,-5.258,6.5173,12.3715,0.5083,0.9149,0.2222
9429,dé,2,Male Voice 3,male,-3.82,-3.82,-4.562,-4.37,-3.8259,-2.7181,0.232,3.4648,4.9751,6.7462,0.0,-0.7419,0.192,0.5441,1.1078,2.9501,3.2328,1.5103,1.7711,-0.9272,3.9825,-4.5708,7.7874,12.3943,0.5083,0.8723,0.2222
9433,déi,2,Male Voice 3,male,-1.8178,-1.8178,-3.2458,-3.1256,-2.4773,-1.3907,0.8006,2.7214,4.0743,3.4021,0.0,-1.428,0.1202,0.6484,1.0866,2.1913,1.9208,1.3529,-0.6723,-0.4089,2.6961,-3.33,4.6257,8.1235,0.4822,0.8889,0.2222
9437,dén,2,Male Voice 3,male,-1.3914,-1.3914,-3.536,-3.788,-3.1037,-1.7274,0.6625,3.116,4.4112,3.856,0.0,-2.1446,-0.2519,0.6842,1.3763,2.3899,2.4535,1.2951,-0.5552,-0.4154,2.9967,-3.8367,4.6092,8.4754,0.4822,0.8889,0.3333
9441,déng,2,Male Voice 3,male,-2.2173,-2.2173,-3.4839,-3.4819,-2.7956,-1.5981,0.3462,2.3928,4.0144,6.7164,0.0,-1.2666,0.002,0.6863,1.1975,1.9443,2.0465,1.6216,2.7021,-0.5232,3.0115,-3.6355,6.7164,9.133,0.456,0.881,0.2222
9445,dí,2,Male Voice 3,male,-4.7221,-5.3107,-5.7796,-5.3543,-3.8398,-0.9372,1.4804,3.2393,5.5234,6.1137,-0.5886,-0.4689,0.4253,1.5145,2.9026,2.4176,1.7589,2.2842,0.5903,-0.9883,4.5043,-5.8265,8.1911,14.6883,0.6911,0.9091,0.2222
9449,diá,2,Male Voice 3,male,-0.9904,-1.0424,-2.7785,-3.3694,-3.1513,-2.2863,-0.2727,2.6052,4.3967,5.5409,-0.0519,-1.7362,-0.5908,0.2181,0.865,2.0136,2.8779,1.7915,1.1442,-0.3588,2.9158,-3.4135,5.5668,7.7292,0.5083,0.8936,0.3333
9453,dián,2,Male Voice 3,male,0.6092,0.6092,-1.7492,-2.6434,-2.6281,-1.9329,-0.2478,1.8771,3.2909,4.5546,0.0,-2.3583,-0.8942,0.0153,0.6952,1.6851,2.1249,1.4138,1.2637,-0.0804,2.2472,-2.6928,4.5546,4.7203,0.4822,0.8889,0.3333
9457,diáo,2,Male Voice 3,male,-1.1208,-1.1208,-2.2732,-3.0898,-2.7495,-2.1121,-0.4817,2.1049,3.9891,5.2463,0.0,-1.1524,-0.8166,0.3403,0.6374,1.6304,2.5866,1.8843,1.2571,-0.36,2.6241,-3.1007,5.2463,6.9796,0.5344,0.86,0.3333
9461,dié,2,Male Voice 3,male,-1.7534,-1.7534,-3.5622,-3.5515,-3.0331,-1.2576,0.6862,2.5577,3.7863,4.4502,0.0,-1.8088,0.0107,0.5184,1.7755,1.9437,1.8715,1.2286,0.6639,-0.4424,2.9286,-3.594,5.8359,8.6957,0.4822,0.8889,0.2222
9465,díng,2,Male Voice 3,male,-1.1489,-2.3966,-4.1139,-4.1554,-3.4957,-2.0338,0.5966,3.4203,4.9021,5.9337,-1.2477,-1.7173,-0.0415,0.6598,1.4618,2.6305,2.8236,1.4818,1.0316,-0.4669,3.524,-4.2878,6.2466,9.9997,0.5083,0.9149,0.3333
9469,diú,2,Male Voice 3,male,-2.5452,-2.6449,-4.114,-4.3607,-3.6779,-2.1785,0.9344,3.3492,4.9275,5.8549,-0.0997,-1.4691,-0.2466,0.6828,1.4994,3.1129,2.4148,1.5783,0.9274,-0.6491,3.6316,-4.3786,6.0868,10.9852,0.5083,0.8936,0.3333
9541,féng,2,Male Voice 3,male,-4.5309,-4.5309,-4.5309,-4.5309,-5.654,-4.365,-2.1478,2.0729,5.2178,7.3479,0.0,0.0,0.0,-1.1231,1.2891,2.2171,4.2207,3.1449,2.1301,-1.9289,4.1869,-6.0092,7.3479,12.0794,0.6911,0.6667,0.4444
9545,fó,2,Male Voice 3,male,-2.9767,-2.9767,-2.9767,-2.9767,-3.5257,-3.4445,-1.8575,0.6216,4.0481,5.8327,0.0,0.0,0.0,-0.549,0.0812,1.5869,2.4791,3.4265,1.7846,-1.2614,2.9839,-3.7069,5.8615,8.2127,0.6389,0.65,0.4444
9549,fóu,2,Male Voice 3,male,-1.8311,-1.8311,-1.8311,-1.8311,-3.8094,-3.5411,-1.5903,1.9567,3.7845,4.3445,0.0,0.0,0.0,-1.9783,0.2683,1.9508,3.547,1.8278,0.56,-0.8138,2.7276,-3.9109,4.8829,6.6497,0.6389,0.6667,0.4444
9553,fú,2,Male Voice 3,male,-3.5049,-3.5049,-3.5049,-3.5499,-3.2693,-2.4169,-0.676,1.4647,3.6818,3.1727,0.0,0.0,-0.0449,0.2806,0.8523,1.741,2.1406,2.2171,-0.5092,-1.2642,2.7591,-3.5723,4.0199,8.6236,0.6389,0.6833,0.3333
9557,gá,2,Male Voice 3,male,1.0161,1.0161,-1.8821,-2.7812,-2.5152,-1.997,-0.9995,1.1021,3.7046,5.4791,0.0,-2.8982,-0.899,0.2659,0.5182,0.9975,2.1016,2.6025,1.7745,-0.0088,2.4744,-2.784,5.4791,4.3014,0.456,0.8333,0.3333
9561,gái,2,Male Voice 3,male,-3.1068,-3.1068,-4.4432,-4.4523,-3.3913,-1.5104,0.6635,2.7989,4.5672,6.7044,0.0,-1.3364,-0.0091,1.061,1.8809,2.1739,2.1354,1.7684,2.1372,-0.7465,3.56,-4.6109,6.7044,11.1153,0.5866,0.8727,0.3333
9473,dóng,2,Male Voice 3,male,-3.0148,-3.043,-4.0816,-4.1022,-3.1111,-0.9679,1.3806,3.1657,4.2075,4.4511,-0.0282,-1.0386,-0.0206,0.9911,2.1432,2.3485,1.7851,1.0418,0.2436,-0.6161,3.2847,-4.1862,5.3755,10.4197,0.5083,0.8936,0.3333
9477,dóu,2,Male Voice 3,male,-1.676,-1.676,-2.635,-2.9975,-2.7269,-1.6546,-0.2476,1.9686,4.0024,5.2628,0.0,-0.9589,-0.3625,0.2706,1.0723,1.407,2.2162,2.0339,1.2604,-0.4067,2.6683,-3.023,5.2628,7.6705,0.456,0.881,0.3333
9481,dú,2,Male Voice 3,male,-1.5877,-2.7237,-4.0704,-3.9556,-2.6859,-0.4301,1.55,3.2028,3.7897,3.3609,-1.136,-1.3467,0.1148,1.2697,2.2558,1.9801,1.6528,0.5869,-0.4288,-0.3844,3.0695,-4.1608,4.6852,9.2863,0.456,0.9286,0.2222
9485,duán,2,Male Voice 3,male,-1.1025,-1.1025,-2.3757,-2.8143,-2.4255,-1.8591,-0.4789,1.7443,3.8893,5.837,0.0,-1.2732,-0.4386,0.3888,0.5664,1.3802,2.2232,2.145,1.9476,-0.3354,2.5541,-2.9256,5.837,6.8885,0.5083,0.8723,0.3333
9489,duí,2,Male Voice 3,male,-2.6752,-2.8954,-3.6577,-3.6309,-3.016,-1.9465,0.3343,3.2712,4.7164,4.5765,-0.2202,-0.7623,0.0268,0.615,1.0695,2.2808,2.9369,1.4453,-0.14,-0.562,3.2942,-3.7866,5.8077,10.1308,0.5605,0.9057,0.2222
9493,dún,2,Male Voice 3,male,-3.811,-3.8302,-4.8143,-4.3513,-3.859,-2.5832,-0.2323,3.4775,5.5749,7.8499,-0.0192,-0.9841,0.463,0.4924,1.2757,2.351,3.7097,2.0974,2.275,-0.9007,4.1634,-4.821,7.8499,12.9128,0.5083,0.8936,0.2222
9497,duó,2,Male Voice 3,male,-1.2791,-2.7325,-4.1106,-3.9816,-3.1676,-1.4657,0.5504,2.5489,4.7539,7.3186,-1.4534,-1.3781,0.129,0.814,1.7019,2.016,1.9985,2.205,2.5647,-0.445,3.3882,-4.1771,7.3186,9.8857,0.5344,0.92,0.2222
950,kuán,2,Female Voice 1,female,9.0869,7.5669,-0.0812,-2.8361,-3.5314,-3.45,-2.0737,0.48,3.4118,4.6172,-1.52,-7.6481,-2.755,-0.6952,0.0814,1.3763,2.5536,2.9318,1.2054,0.7997,4.2192,-3.6106,9.0869,-3.3171,0.9262,0.8202,0.4444
9501,é,2,Male Voice 3,male,-3.5017,-3.195,-3.7513,-3.6291,-2.9761,-1.764,-0.0482,3.1478,5.2864,6.4637,0.3067,-0.5563,0.1221,0.6531,1.2121,1.7158,3.1961,2.1386,1.1772,-0.5989,3.5616,-3.8155,6.5096,11.2273,0.4822,0.9333,0.2222
9505,éi,2,Male Voice 3,male,-2.7775,-2.7775,-3.5018,-4.3408,-3.4951,-1.9218,1.3247,3.4767,4.377,4.1561,0.0,-0.7243,-0.839,0.8457,1.5733,3.2465,2.152,0.9004,-0.221,-0.6634,3.2731,-4.3639,4.7072,9.8431,0.4822,0.8667,0.3333
9509,én,2,Male Voice 3,male,-4.506,-3.2687,-3.7684,-3.788,-3.3698,-1.8162,0.8228,3.5826,4.9694,5.3164,1.2374,-0.4997,-0.0196,0.4182,1.5536,2.639,2.7598,1.3867,0.347,-0.6567,3.7225,-4.506,6.5642,11.9374,0.5344,0.94,0.0
9513,éng,2,Male Voice 3,male,-3.4526,-2.4544,-3.4081,-3.6728,-3.3421,-2.5407,0.1898,3.0063,5.1882,6.7126,0.9982,-0.9537,-0.2646,0.3307,0.8014,2.7304,2.8165,2.1819,1.5243,-0.5905,3.5367,-3.7019,6.7126,10.7721,0.4822,0.9333,0.3333
9517,ér,2,Male Voice 3,male,-4.7971,-2.7954,-3.1372,-3.1847,-2.6768,-2.1177,0.1478,2.547,4.842,6.1423,2.0017,-0.3418,-0.0475,0.5079,0.5591,2.2655,2.3992,2.295,1.3003,-0.6301,3.3949,-4.7971,6.1423,10.8726,0.4822,0.9333,0.0
9405,cuó,2,Male Voice 3,male,-2.8973,-2.8973,-2.8973,-2.8973,-3.628,-3.7462,-1.9705,1.6984,3.9739,3.3462,0.0,0.0,0.0,-0.7307,-0.1181,1.7756,3.6689,2.2756,-0.6278,-1.3495,2.7061,-3.9686,4.2954,7.347,0.6911,0.5909,0.5556
9409,dá,2,Male Voice 3,male,-1.3127,-1.3127,-1.9563,-2.4422,-2.6615,-2.3056,-0.6872,1.6051,4.2842,4.4513,0.0,-0.6436,-0.4859,-0.2193,0.3558,1.6184,2.2923,2.6791,0.1671,-0.3678,2.5569,-2.7017,5.198,6.7895,0.4822,0.8667,0.4444
9413,dái,2,Male Voice 3,male,-5.542,-5.542,-5.8808,-5.0487,-3.3858,-0.9883,1.2744,3.5504,4.7145,5.8931,0.0,-0.3388,0.832,1.6629,2.3976,2.2627,2.276,1.1641,1.1785,-1.2103,4.2888,-6.2221,6.5563,14.3585,0.6128,0.8621,0.2222
9417,dán,2,Male Voice 3,male,-3.127,-3.167,-4.9338,-4.2376,-3.3784,-2.1282,0.3585,3.0546,5.3212,6.7296,-0.04,-1.7668,0.6962,0.8592,1.2502,2.4867,2.6961,2.2666,1.4083,-0.7585,3.8587,-4.9829,6.7296,11.9907,0.5083,0.8936,0.2222
942,kuái,2,Female Voice 1,female,1.0713,1.0713,0.6207,-2.272,-2.3143,-1.878,-1.3342,0.5485,3.3448,4.1863,0.0,-0.4505,-2.8927,-0.0424,0.4364,0.5438,1.8827,2.7963,0.8415,0.0859,2.0578,-2.5256,4.3704,2.463,0.7695,0.8082,0.4444
9401,cún,2,Male Voice 3,male,18.3071,18.3071,18.3071,18.3071,1.7872,-6.9971,-6.9352,-2.6898,0.7369,1.7687,0.0,0.0,0.0,-16.52,-8.7842,0.0619,4.2454,3.4268,1.0317,5.8085,10.8138,-7.142,18.9233,-28.2742,0.6911,0.5909,0.5556
6849,pái,2,Male Voice 1,male,-2.9646,-2.9646,-2.9646,-3.7391,-2.7885,-1.9009,0.1204,1.9335,3.5734,3.8976,0.0,0.0,-0.7745,0.9506,0.8876,2.0213,1.8131,1.6398,0.3243,-0.8754,2.7099,-3.792,3.9846,8.507,0.5866,0.7636,0.3333
685,huán,2,Female Voice 1,female,-0.201,-2.2512,-3.492,-3.587,-3.1957,-1.2607,0.9095,3.126,4.7384,5.1112,-2.0502,-1.2407,-0.095,0.3913,1.9351,2.1702,2.2165,1.6124,0.3728,-0.2985,3.1401,-3.8065,5.1112,9.0676,0.7695,0.9726,0.3333
6853,pán,2,Male Voice 1,male,-1.6035,-1.6035,-1.6035,-2.3039,-2.6968,-2.1423,-0.4161,1.7862,3.1019,2.4287,0.0,0.0,-0.7005,-0.3929,0.5545,1.7262,2.2023,1.3157,-0.6732,-0.5897,2.0166,-2.7171,3.2973,5.4362,0.5605,0.6981,0.4444
6857,páng,2,Male Voice 1,male,-0.6375,-0.6375,-0.6375,-2.4553,-3.2324,-2.617,-0.9094,1.3722,3.2442,4.0263,0.0,0.0,-1.8178,-0.7772,0.6155,1.7076,2.2815,1.872,0.7821,-0.3316,2.2672,-3.2599,4.9082,4.8311,0.6389,0.7167,0.4444
6861,páo,2,Male Voice 1,male,-0.6887,-0.6887,-0.6887,-1.6305,-2.914,-2.0656,-0.6591,1.2191,2.7801,3.7286,0.0,0.0,-0.9418,-1.2836,0.8484,1.4066,1.8781,1.561,0.9485,-0.3064,1.8529,-3.0095,3.7286,4.1133,0.5605,0.6981,0.4444
6865,péi,2,Male Voice 1,male,-1.5204,-1.5204,-2.3411,-4.1457,-2.6354,-0.9182,0.5107,2.6149,3.6859,3.5865,0.0,-0.8206,-1.8046,1.5103,1.7171,1.429,2.1042,1.071,-0.0994,-0.4254,2.6428,-4.295,4.0837,7.4123,0.5605,0.8491,0.3333
6869,pén,2,Male Voice 1,male,-0.6242,-0.6242,-0.7418,-3.4665,-3.4787,-1.5961,-0.3308,1.571,3.9972,3.8754,0.0,-0.1177,-2.7247,-0.0122,1.8826,1.2654,1.9018,2.4262,-0.1218,-0.2976,2.3985,-3.6153,4.3778,5.6197,0.5605,0.7925,0.4444
6873,péng,2,Male Voice 1,male,-1.7911,-1.7911,-1.7911,-3.1661,-3.0943,-1.8561,0.418,2.2569,3.1801,3.0542,0.0,0.0,-1.3749,0.0718,1.2382,2.2742,1.8388,0.9232,-0.1259,-0.55,2.3292,-3.2901,3.4857,6.6377,0.5605,0.7736,0.3333
6905,póu,2,Male Voice 1,male,-2.0319,-2.0319,-2.0319,-3.7845,-3.8734,-3.0516,-0.7981,1.4422,4.2374,6.1955,0.0,0.0,-1.7525,-0.0889,0.8218,2.2534,2.2404,2.7952,1.9581,-0.8102,3.0264,-4.2571,6.1955,7.9476,0.5866,0.7273,0.4444
6909,pú,2,Male Voice 1,male,-1.5333,-1.5333,-1.5333,-3.7734,-3.957,-2.499,0.5253,2.6573,3.2204,2.4668,0.0,0.0,-2.2401,-0.1836,1.458,3.0243,2.1319,0.5632,-0.7537,-0.6142,2.5718,-4.1934,3.8284,6.4777,0.5605,0.717,0.4444
6913,qí,2,Male Voice 1,male,0.4349,0.4349,0.4349,0.4349,-1.1533,-2.4392,-1.5057,0.3718,2.3714,2.9631,0.0,0.0,0.0,-1.5882,-1.2858,0.9334,1.8775,1.9996,0.5917,0.1162,1.4919,-2.5056,3.0548,1.216,0.7173,0.5882,0.5556
6917,qiá,2,Male Voice 1,male,2.6017,2.6017,2.6017,2.6017,-1.1739,-3.6763,-1.5517,0.2459,2.2139,3.1102,0.0,0.0,0.0,-3.7756,-2.5024,2.1246,1.7976,1.9681,0.8963,0.8593,2.2095,-3.6837,3.3018,-1.9381,0.665,0.6349,0.5556
6921,qián,2,Male Voice 1,male,1.6161,1.6161,1.6161,1.6161,-0.6854,-1.9771,-0.9216,0.0041,1.6346,2.8639,0.0,0.0,0.0,-2.3015,-1.2917,1.0555,0.9257,1.6305,1.2293,0.5466,1.4363,-2.0829,2.8639,-0.9313,0.6911,0.6364,0.5556
6925,qiáng,2,Male Voice 1,male,0.4902,0.4902,0.4902,0.4902,-2.8858,-3.4515,-2.1452,1.0849,3.616,3.3349,0.0,0.0,0.0,-3.376,-0.5657,1.3063,3.2301,2.5312,-0.2811,0.0351,2.2393,-3.6655,4.266,2.2718,0.6911,0.6364,0.5556
6929,qiáo,2,Male Voice 1,male,2.3722,2.3722,2.3722,2.3722,-2.099,-2.5698,-1.3913,0.2444,2.5279,3.4249,0.0,0.0,0.0,-4.4713,-0.4708,1.1786,1.6357,2.2835,0.897,0.7187,2.0621,-2.7864,3.5626,-1.052,0.7173,0.6618,0.5556
6357,hái,2,Male Voice 1,male,-0.5081,-0.5081,-0.5081,-2.9383,-4.3771,-3.2162,-0.7673,1.961,3.891,4.6005,0.0,0.0,-2.4303,-1.4388,1.1609,2.4489,2.7282,1.93,0.7095,-0.3705,2.742,-4.4114,5.0324,5.4251,0.7434,0.7042,0.4444
6361,hán,2,Male Voice 1,male,-2.7209,-2.7209,-2.7209,-2.7209,-3.1823,-2.6217,-1.2976,0.7369,2.9132,4.3884,0.0,0.0,0.0,-0.4614,0.5606,1.3242,2.0345,2.1763,1.4752,-1.139,2.4931,-3.2239,5.0352,7.1464,0.6389,0.6333,0.4444
6365,háng,2,Male Voice 1,male,-9.1664,-8.6697,-4.9857,-1.9495,-2.1619,-2.1559,-1.0973,1.4481,3.1971,3.7591,0.4967,3.684,3.0362,-0.2123,0.006,1.0586,2.5454,1.7491,0.562,-2.1063,3.9118,-9.2067,3.7591,13.0138,0.665,0.6667,0.0
6369,háo,2,Male Voice 1,male,-0.4616,-0.4616,-0.4616,-2.9207,-3.2246,-1.9977,-0.7481,1.6222,2.9949,4.7193,0.0,0.0,-2.4591,-0.304,1.2269,1.2496,2.3703,1.3727,1.7244,-0.26,2.2947,-3.3079,5.0862,5.0623,0.5605,0.7736,0.4444
637,héng,2,Female Voice 1,female,9.1593,5.4571,-1.6281,-3.0804,-3.4504,-2.4163,-0.93,1.3059,3.0648,4.9649,-3.7022,-7.0853,-1.4522,-0.3701,1.0342,1.4862,2.2359,1.7589,1.9001,0.7315,3.6941,-3.4693,9.2016,-1.4026,0.9524,0.8043,0.4444
6373,hé,2,Male Voice 1,male,0.6146,0.6146,0.6146,-1.2307,-2.6161,-1.8458,-0.6998,1.3347,2.4498,2.813,0.0,0.0,-1.8453,-1.3854,0.7702,1.146,2.0345,1.1151,0.3632,0.1095,1.7047,-2.621,3.0812,2.0396,0.6128,0.6897,0.4444
6377,héi,2,Male Voice 1,male,-1.9279,-1.9279,-1.9279,-2.6889,-4.6397,-2.2712,-0.6286,2.3172,3.7335,4.6789,0.0,0.0,-0.761,-1.9508,2.3685,1.6426,2.9458,1.4162,0.9454,-0.7658,2.7611,-4.6397,4.6789,7.1978,0.5866,0.7091,0.4444
6381,hén,2,Male Voice 1,male,0.1005,0.1005,0.1005,-0.0716,-2.1621,-2.4579,-1.2294,0.8582,2.3438,4.541,0.0,0.0,-0.1721,-2.0905,-0.2958,1.2285,2.0876,1.4856,2.1972,-0.0604,1.7736,-2.6572,4.541,2.5582,0.5605,0.6792,0.5556
6957,quán,2,Male Voice 1,male,0.453,0.453,0.453,0.453,-0.2064,-3.1689,-2.2742,-0.1866,2.9708,4.1198,0.0,0.0,0.0,-0.6594,-2.9624,0.8947,2.0876,3.1573,1.149,0.0854,1.9306,-3.2,4.1198,1.4686,0.6911,0.5758,0.5556
6961,qué,2,Male Voice 1,male,1.1848,1.1848,1.1848,1.1848,-1.6236,-2.5316,-1.0367,0.6403,2.035,2.979,0.0,0.0,0.0,-2.8085,-0.9079,1.4948,1.6771,1.3947,0.9439,0.3803,1.6587,-2.8331,2.979,0.4129,0.6911,0.6212,0.5556
6965,qún,2,Male Voice 1,male,-0.1892,-0.1892,-0.1892,-0.1892,-1.7098,-3.622,-2.2472,0.5026,2.968,3.6316,0.0,0.0,0.0,-1.5206,-1.9122,1.3748,2.7498,2.4654,0.6635,-0.2029,2.0929,-3.6809,4.6556,2.8738,0.6911,0.6061,0.5556
6969,rán,2,Male Voice 1,male,1.7546,-1.7235,-1.1724,-1.2916,-2.8698,-2.3664,-0.2421,1.8325,3.3167,3.5385,-3.478,0.5511,-0.1192,-1.5781,0.5034,2.1243,2.0746,1.4842,0.2218,-0.0693,2.1558,-2.975,3.737,4.1845,0.5866,0.9636,0.4444
6973,ráng,2,Male Voice 1,male,-0.3132,-1.5199,-2.0759,-1.3413,-2.5106,-1.9906,-0.3404,1.3802,3.4122,4.6535,-1.2067,-0.556,0.7346,-1.1693,0.52,1.6502,1.7207,2.032,1.2413,-0.1656,2.1601,-2.6561,4.6535,5.4234,0.6389,0.9167,0.4444
6977,ráo,2,Male Voice 1,male,1.5336,-0.9279,-1.9258,-0.7871,-2.2448,-1.9037,-0.7757,1.0343,3.3801,3.514,-2.4615,-0.9979,1.1386,-1.4577,0.3411,1.1279,1.81,2.3459,0.1339,-0.0682,2.0424,-2.4907,3.8598,4.1349,0.6128,0.9655,0.4444
6877,pí,2,Male Voice 1,male,-1.0262,-1.0262,-1.0262,-2.6512,-3.0041,-1.5793,-0.0723,1.9237,2.7356,2.5523,0.0,0.0,-1.625,-0.3529,1.4248,1.507,1.996,0.8119,-0.1833,-0.379,1.9701,-3.3175,2.8894,4.9757,0.5605,0.7358,0.4444
6881,pián,2,Male Voice 1,male,1.7716,1.7716,1.7716,-1.5171,-2.3841,-2.0786,-0.3462,1.0735,2.7595,2.6823,0.0,0.0,-3.2888,-0.867,0.3055,1.7324,1.4197,1.686,-0.0771,0.3584,1.8347,-2.5077,2.9164,0.8265,0.8479,0.7531,0.4444
6885,piáo,2,Male Voice 1,male,0.721,0.721,0.721,-0.9894,-2.8966,-2.1115,-1.1547,0.7223,2.9647,3.1396,0.0,0.0,-1.7104,-1.9072,0.785,0.9569,1.877,2.2424,0.1749,0.0866,1.9671,-2.9422,4.5412,2.2223,0.6911,0.7273,0.4444
6889,pié,2,Male Voice 1,male,2.15,2.15,2.15,2.15,-1.5652,-2.1056,-1.2098,0.1613,1.674,3.3017,0.0,0.0,0.0,-3.7153,-0.5403,0.8957,1.3712,1.5127,1.6276,0.6582,1.7608,-2.1394,3.3663,-1.2548,0.6389,0.6667,0.5556
